Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Churn
Female,0,No,No,48,24.36,6631.54,DSL,No,No,Yes,Yes,Two year,No,Credit card,No
Male,1,Yes,No,35,41.73,2633.43,DSL,No,No,No,Yes,One year,Yes,Bank transfer,No
Female,0,Yes,No,54,117.11,2928.29,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer,No
Male,0,No,Yes,71,117.92,2859.02,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Bank transfer,Yes
Male,0,No,Yes,16,85.49,6756.24,No,No,No,Yes,Yes,Two year,No,Credit card,No
Female,0,Yes,Yes,53,108.01,5055.65,No,No,No,No,Yes,One year,No,Bank transfer,No
Male,0,Yes,No,40,41.4,7958.28,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card,No
Male,0,Yes,Yes,20,117.2,2835.62,Fiber optic,No,No,No,Yes,Two year,No,Mailed check,No
Female,0,No,No,69,34.28,6258.73,No,No,Yes,Yes,Yes,Two year,No,Electronic check,No
Male,0,No,Yes,45,30.11,6801.24,DSL,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,1,Yes,Yes,6,31.22,1448.19,No,No,Yes,No,No,Two year,Yes,Credit card,No
Male,0,No,Yes,69,77.31,3665.25,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Credit card,No
Male,0,Yes,Yes,49,98.1,4397.08,DSL,Yes,Yes,No,Yes,Two year,No,Mailed check,No
Female,0,No,No,39,56.67,3265.62,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,No
Female,0,Yes,No,2,117.79,2966.8,DSL,No,Yes,Yes,Yes,Two year,No,Electronic check,Yes
Female,0,Yes,No,39,63.44,6209.14,DSL,Yes,No,No,Yes,Month-to-month,No,Mailed check,Yes
Male,0,No,No,21,35.04,2021.21,Fiber optic,Yes,No,No,Yes,One year,No,Electronic check,No
Male,0,No,Yes,40,66.6,6413.58,No,Yes,No,Yes,No,Two year,Yes,Electronic check,No
Female,0,No,No,54,87.9,8421.89,Fiber optic,No,No,Yes,No,Two year,No,Mailed check,No
Male,1,No,No,12,103.22,5130.26,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
Male,1,No,No,37,65.88,5541.76,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,1,No,Yes,38,79.36,713.5,DSL,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
Male,0,Yes,No,15,46.73,7793.84,DSL,Yes,Yes,Yes,No,One year,Yes,Credit card,No
Female,0,No,No,7,84.59,2640.49,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card,Yes
Female,0,Yes,Yes,50,118.6,5573.96,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,No
Female,0,Yes,Yes,65,24.91,8814.1,DSL,Yes,No,No,Yes,Two year,Yes,Mailed check,No
Male,0,No,No,67,108.65,5399.97,Fiber optic,No,Yes,Yes,No,One year,Yes,Credit card,No
Female,0,Yes,No,44,76.23,6549.91,DSL,Yes,No,Yes,No,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,31,45.21,4063.34,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,No
Male,0,No,No,43,115.49,637.26,No,No,No,Yes,Yes,Two year,Yes,Electronic check,No
Male,0,No,Yes,48,68.34,7198.63,Fiber optic,No,Yes,Yes,No,One year,No,Mailed check,No
Female,0,No,No,61,53.17,411.49,Fiber optic,No,Yes,No,Yes,Two year,No,Credit card,No
Female,0,Yes,No,10,38.15,6335.85,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
Female,0,No,No,29,44.45,304.0,No,No,No,Yes,Yes,One year,No,Mailed check,No
Female,0,No,No,48,103.28,7774.52,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,No
Male,0,No,No,62,81.44,1502.96,No,Yes,Yes,Yes,No,One year,No,Electronic check,No
Female,0,No,Yes,13,111.32,4677.02,DSL,Yes,Yes,No,Yes,One year,Yes,Electronic check,No
Female,0,Yes,Yes,44,43.2,5414.64,DSL,No,No,No,Yes,Two year,No,Mailed check,No
Male,0,No,No,47,32.11,4172.15,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,No
Female,0,Yes,No,64,20.61,3132.8,Fiber optic,Yes,No,No,Yes,Two year,Yes,Bank transfer,No
Male,0,No,No,53,70.79,4263.55,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,1,Yes,Yes,44,119.83,2871.6,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer,No
Male,0,Yes,Yes,28,89.5,3999.29,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Female,0,Yes,Yes,2,50.84,3294.33,No,No,No,No,No,Two year,Yes,Mailed check,No
Female,0,No,Yes,57,107.69,5139.22,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,1,Yes,Yes,57,98.17,2217.53,No,No,No,No,Yes,Month-to-month,No,Credit card,Yes
Female,0,No,Yes,34,21.54,8899.04,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,No,Yes,58,101.69,4557.74,No,Yes,No,Yes,No,Month-to-month,No,Credit card,Yes
Male,0,No,Yes,52,50.05,1828.04,No,Yes,Yes,No,No,Two year,No,Credit card,No
Male,1,No,No,29,34.97,4345.89,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
Female,0,No,Yes,35,42.63,7811.09,DSL,No,Yes,No,Yes,Two year,No,Electronic check,No
Male,0,Yes,Yes,48,66.86,294.08,DSL,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
Female,0,No,Yes,33,62.49,6148.03,DSL,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,No
Female,0,Yes,Yes,9,48.89,4976.91,Fiber optic,Yes,No,No,No,Two year,Yes,Mailed check,No
Female,0,Yes,No,48,37.22,1609.07,Fiber optic,Yes,No,Yes,No,One year,No,Credit card,No
Female,0,Yes,Yes,67,96.22,7375.54,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No
Male,0,Yes,No,36,119.01,3383.07,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,Yes
Male,0,Yes,No,71,97.78,2714.84,No,No,Yes,No,No,Two year,Yes,Bank transfer,No
Male,0,Yes,No,44,49.59,7470.31,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,No
Male,1,Yes,Yes,60,44.48,5782.87,DSL,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,No,Yes,63,41.77,8094.51,No,No,Yes,No,Yes,Two year,Yes,Electronic check,No
Female,0,Yes,Yes,5,33.67,5705.96,Fiber optic,Yes,No,Yes,No,Two year,No,Electronic check,No
Male,0,No,No,40,75.13,6693.28,Fiber optic,No,No,No,Yes,One year,Yes,Credit card,No
Female,0,Yes,No,19,80.54,7544.37,Fiber optic,No,No,No,No,Two year,Yes,Credit card,No
Female,0,Yes,No,47,90.55,587.18,No,No,Yes,No,Yes,Two year,No,Electronic check,No
Female,0,Yes,No,65,88.02,7006.84,DSL,Yes,No,Yes,No,One year,Yes,Bank transfer,No
Male,0,Yes,Yes,67,49.23,5561.99,DSL,Yes,Yes,No,No,One year,Yes,Bank transfer,No
Male,0,No,Yes,18,53.03,718.62,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,Yes
Male,0,No,Yes,50,88.15,4626.34,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
Female,0,No,No,30,54.94,833.88,Fiber optic,Yes,No,No,Yes,Two year,Yes,Bank transfer,No
Male,0,Yes,No,66,41.26,6649.93,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
Male,1,Yes,Yes,5,57.43,4963.87,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card,No
Male,0,Yes,Yes,42,47.21,8586.8,Fiber optic,Yes,Yes,Yes,No,One year,No,Credit card,No
Male,1,No,No,5,28.83,1729.9,Fiber optic,Yes,No,Yes,Yes,One year,No,Mailed check,No
Male,0,Yes,Yes,50,103.01,5493.7,No,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Male,1,No,Yes,58,105.31,1983.08,DSL,No,No,No,No,Month-to-month,No,Credit card,Yes
Female,0,No,No,8,41.98,5565.18,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,Yes
Female,0,Yes,No,31,26.48,6531.58,DSL,Yes,No,Yes,No,Month-to-month,No,Bank transfer,No
Male,0,Yes,No,12,93.88,6528.51,No,No,No,No,Yes,Two year,No,Credit card,No
Male,0,No,Yes,21,41.15,7354.16,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,No
Female,0,No,No,62,59.34,7696.6,Fiber optic,No,Yes,No,No,One year,Yes,Credit card,No
Female,0,No,Yes,33,26.41,787.72,DSL,Yes,No,Yes,Yes,One year,No,Bank transfer,No
Male,0,Yes,Yes,26,42.63,3155.08,DSL,No,Yes,Yes,No,One year,No,Electronic check,No
Male,0,Yes,No,40,99.29,6215.39,No,Yes,No,No,Yes,One year,No,Bank transfer,No
Male,0,Yes,Yes,65,100.44,4537.42,DSL,Yes,No,No,Yes,One year,Yes,Mailed check,No
Male,0,Yes,No,59,40.71,1797.02,DSL,No,No,No,Yes,One year,Yes,Electronic check,No
Female,0,Yes,No,15,53.59,5019.12,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card,No
Male,0,Yes,Yes,1,33.42,3726.18,No,No,No,Yes,Yes,One year,Yes,Bank transfer,No
Male,0,No,Yes,11,27.42,3571.34,DSL,Yes,No,No,Yes,One year,No,Credit card,No
Male,0,No,No,55,119.22,7306.81,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
Male,0,No,No,2,85.56,3727.63,Fiber optic,Yes,No,Yes,No,Two year,Yes,Mailed check,Yes
Female,0,Yes,No,65,74.21,335.45,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,No
Female,0,No,No,44,96.55,616.76,DSL,No,Yes,No,Yes,One year,No,Mailed check,No
Female,0,Yes,No,16,104.01,7720.57,Fiber optic,No,No,Yes,No,One year,No,Credit card,No
Male,0,Yes,No,22,100.67,8649.35,DSL,No,No,Yes,No,Month-to-month,No,Mailed check,Yes
Male,0,No,Yes,18,21.65,6226.84,No,No,No,No,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,47,38.68,3342.88,Fiber optic,No,Yes,No,No,One year,Yes,Credit card,No
Male,0,No,Yes,30,85.49,8453.54,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card,No
Male,0,No,Yes,10,57.58,5998.95,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
Female,0,Yes,No,58,118.25,7614.57,DSL,No,Yes,Yes,No,Month-to-month,No,Mailed check,Yes
Female,0,No,Yes,62,86.54,6916.09,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Electronic check,No
Female,0,No,Yes,6,115.65,3474.34,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,Yes
Female,0,No,No,67,40.14,4360.45,Fiber optic,Yes,No,Yes,No,Two year,No,Bank transfer,No
Male,0,No,Yes,41,106.4,1756.58,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Male,0,Yes,No,43,52.14,2698.93,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,No
Female,0,No,No,18,118.96,7025.32,DSL,Yes,Yes,Yes,No,One year,Yes,Credit card,No
Male,1,No,No,58,35.77,8056.41,DSL,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,No
Female,0,No,No,60,71.63,6547.7,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,No
Female,1,Yes,No,27,99.28,4240.05,No,No,No,No,No,One year,No,Credit card,No
Male,0,No,Yes,68,63.26,869.93,Fiber optic,Yes,No,Yes,No,One year,No,Bank transfer,No
Female,0,Yes,Yes,22,66.81,606.84,DSL,No,Yes,Yes,Yes,Two year,No,Electronic check,No
Male,0,No,Yes,24,118.64,3431.5,DSL,Yes,No,No,Yes,One year,No,Mailed check,No
Male,0,No,No,40,62.53,4228.01,DSL,No,Yes,Yes,Yes,Month-to-month,No,Credit card,No
Male,0,No,Yes,66,80.41,5521.17,Fiber optic,Yes,No,No,No,One year,No,Credit card,No
Male,0,Yes,Yes,40,25.45,157.76,Fiber optic,Yes,No,No,Yes,One year,No,Mailed check,No
Female,0,Yes,Yes,6,104.22,8908.53,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,Yes
Male,1,Yes,Yes,18,84.82,3339.06,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,Yes
Female,0,Yes,No,30,60.4,7648.04,DSL,No,Yes,Yes,Yes,One year,Yes,Electronic check,No
Female,0,Yes,Yes,21,21.62,4861.2,DSL,No,No,No,No,Two year,Yes,Mailed check,No
Female,0,Yes,No,62,79.17,1260.91,No,Yes,No,No,Yes,Two year,No,Electronic check,No
Female,0,No,No,10,21.27,7198.33,DSL,Yes,Yes,No,No,Two year,Yes,Bank transfer,No
Male,0,Yes,Yes,13,20.12,6417.46,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
Male,0,No,No,9,81.61,4794.18,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes
Female,1,Yes,No,68,38.9,4679.52,DSL,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Female,0,Yes,No,39,39.19,878.57,DSL,No,No,Yes,Yes,One year,Yes,Mailed check,No
Male,0,Yes,No,24,85.33,5937.06,No,No,No,Yes,Yes,One year,Yes,Bank transfer,No
Female,0,No,No,34,25.37,8210.08,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card,No
Male,0,Yes,No,61,51.34,929.88,DSL,No,No,No,Yes,Month-to-month,No,Credit card,No
Female,0,Yes,No,41,34.94,2445.25,DSL,No,No,No,Yes,Month-to-month,Yes,Credit card,Yes
Male,0,No,Yes,5,78.02,8130.54,No,Yes,No,Yes,No,Two year,No,Electronic check,No
Female,0,No,Yes,50,86.18,2630.66,Fiber optic,Yes,No,Yes,No,One year,No,Mailed check,No
Female,0,No,No,4,92.11,5920.1,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,No,51,45.52,4859.88,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card,No
Female,0,Yes,Yes,52,28.92,5407.32,Fiber optic,No,Yes,Yes,No,Two year,No,Credit card,No
Female,0,No,Yes,39,27.87,3800.52,No,Yes,No,Yes,No,One year,Yes,Electronic check,No
Male,0,Yes,Yes,8,62.62,2769.92,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
Female,0,Yes,Yes,45,114.58,531.95,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card,Yes
Male,0,No,No,28,41.77,6724.1,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,No
Male,0,Yes,No,27,45.67,6740.23,DSL,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,No
Female,0,No,Yes,65,30.09,6069.46,DSL,No,No,No,No,One year,No,Electronic check,No
Female,0,Yes,Yes,34,80.56,5828.34,DSL,Yes,Yes,Yes,No,Two year,Yes,Electronic check,No
Female,0,No,Yes,62,87.99,2269.08,DSL,No,No,Yes,No,One year,Yes,Mailed check,No
Female,0,No,Yes,62,84.29,298.87,DSL,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No
Female,0,No,No,38,106.11,7297.57,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,Yes
Female,0,No,Yes,26,68.64,4471.13,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Mailed check,No
Female,0,No,Yes,24,33.45,2830.86,No,No,No,No,No,Two year,No,Mailed check,No
Male,0,No,Yes,39,48.94,1007.19,DSL,No,No,Yes,No,Two year,No,Bank transfer,No
Female,1,Yes,No,21,86.24,658.22,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
Male,0,Yes,No,47,81.31,3204.91,No,Yes,No,Yes,Yes,Two year,No,Electronic check,No
Female,0,Yes,No,48,73.1,7262.16,No,No,No,Yes,No,Two year,Yes,Bank transfer,No
Female,0,No,Yes,13,88.3,8276.64,Fiber optic,Yes,No,No,Yes,Two year,No,Electronic check,No
Male,0,Yes,Yes,3,83.74,8081.09,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
Female,1,No,Yes,32,108.13,8288.01,No,No,No,No,No,One year,Yes,Credit card,No
Female,0,Yes,No,35,78.6,8178.76,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Credit card,No
Male,1,Yes,No,19,97.86,4792.3,DSL,No,Yes,No,No,Two year,Yes,Credit card,No
Female,1,No,Yes,14,44.87,2052.8,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Female,1,Yes,Yes,48,87.82,7202.61,DSL,No,No,Yes,Yes,One year,No,Electronic check,No
Female,0,Yes,No,68,110.22,2002.05,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,0,Yes,Yes,45,58.57,2478.14,DSL,Yes,No,Yes,No,One year,No,Bank transfer,No
Female,0,No,Yes,19,97.91,2175.96,DSL,No,No,Yes,No,Two year,No,Electronic check,No
Female,0,Yes,Yes,64,92.48,4683.34,Fiber optic,Yes,No,No,No,Two year,No,Mailed check,No
Female,0,No,No,66,25.95,2964.26,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No
Female,0,Yes,Yes,66,78.15,1471.99,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
Male,0,Yes,Yes,45,33.02,4133.24,No,No,Yes,Yes,No,One year,Yes,Mailed check,No
Male,0,Yes,Yes,67,116.73,7877.77,DSL,Yes,Yes,No,Yes,Month-to-month,No,Credit card,Yes
Female,0,Yes,Yes,69,101.14,5177.92,Fiber optic,No,No,Yes,Yes,One year,No,Electronic check,No
Female,0,No,No,3,30.97,7917.19,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,Yes,No,38,32.18,1843.26,No,Yes,Yes,Yes,Yes,One year,No,Credit card,No
Male,0,No,No,42,79.45,1586.07,DSL,No,No,No,Yes,Two year,Yes,Bank transfer,No
Female,0,No,Yes,40,54.49,5222.64,DSL,No,Yes,Yes,Yes,One year,Yes,Mailed check,No
Male,0,Yes,No,50,23.49,4223.63,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,No
Female,0,Yes,Yes,35,74.16,5975.54,Fiber optic,Yes,Yes,Yes,No,One year,No,Credit card,No
Male,1,No,No,24,58.78,7172.18,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
Male,0,No,Yes,17,30.11,6786.63,Fiber optic,Yes,Yes,Yes,No,Two year,No,Credit card,No
Male,0,Yes,No,40,100.19,8486.12,DSL,Yes,No,Yes,Yes,Month-to-month,No,Credit card,Yes
Male,0,Yes,No,66,111.51,3644.48,Fiber optic,Yes,Yes,Yes,No,Two year,No,Credit card,No
Female,0,Yes,No,44,95.66,1936.84,Fiber optic,No,No,No,Yes,Two year,Yes,Electronic check,No
Male,0,Yes,Yes,23,102.24,5003.12,No,Yes,No,Yes,No,Month-to-month,No,Credit card,Yes
Male,0,Yes,Yes,6,41.65,1085.61,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,No
Female,0,No,Yes,66,46.36,2670.77,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
Male,0,Yes,No,21,40.85,1950.2,DSL,Yes,No,Yes,No,One year,Yes,Bank transfer,No
Male,0,Yes,Yes,35,96.51,3629.42,DSL,Yes,No,No,No,Two year,No,Mailed check,No
Female,0,No,Yes,29,114.79,1089.83,No,No,Yes,No,Yes,One year,Yes,Electronic check,No
Male,1,Yes,Yes,7,91.68,383.39,Fiber optic,No,No,No,Yes,One year,No,Electronic check,Yes
Female,1,Yes,Yes,53,108.15,5945.47,No,No,Yes,Yes,No,Month-to-month,No,Credit card,Yes
Female,0,No,Yes,37,83.87,5531.22,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes
Female,0,Yes,Yes,23,58.77,6404.39,No,No,No,Yes,Yes,Two year,No,Electronic check,No
Female,0,No,No,8,62.58,5977.44,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,Yes
Male,0,Yes,No,48,27.53,1117.22,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
Female,0,Yes,Yes,10,23.15,2690.6,Fiber optic,No,Yes,No,Yes,One year,No,Credit card,No
Male,1,Yes,No,24,89.55,1252.79,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Mailed check,No
Male,0,No,No,47,63.84,7602.45,No,No,Yes,No,No,Two year,No,Electronic check,No
Male,0,No,Yes,53,75.22,6747.44,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Credit card,No
Male,0,No,Yes,39,75.77,1893.59,Fiber optic,Yes,No,No,No,One year,No,Mailed check,No
Male,1,No,No,67,47.74,3137.65,Fiber optic,Yes,Yes,No,No,Two year,Yes,Electronic check,No
Male,0,Yes,Yes,66,67.59,8702.87,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,No
Male,0,No,No,6,67.08,5388.02,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,21,58.84,7230.28,Fiber optic,No,No,Yes,No,One year,Yes,Credit card,No
Male,0,No,No,36,102.07,2454.86,Fiber optic,Yes,No,Yes,Yes,Two year,No,Mailed check,No
Male,0,Yes,Yes,3,65.12,1969.47,DSL,No,Yes,Yes,Yes,One year,No,Electronic check,No
Female,1,Yes,No,42,80.36,7076.86,DSL,Yes,Yes,Yes,No,One year,Yes,Bank transfer,No
Female,0,No,Yes,45,109.55,6204.26,Fiber optic,Yes,No,Yes,No,Two year,Yes,Mailed check,No
Female,0,No,Yes,44,106.62,6160.7,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,No
Male,0,Yes,Yes,33,109.04,5018.45,Fiber optic,Yes,No,Yes,No,Two year,Yes,Mailed check,No
Female,0,No,Yes,60,47.0,5115.85,Fiber optic,Yes,No,Yes,Yes,Two year,No,Bank transfer,No
Female,0,No,Yes,70,23.5,6647.71,DSL,Yes,Yes,No,No,One year,No,Credit card,No
Female,0,No,No,26,46.11,2503.02,Fiber optic,No,No,Yes,Yes,One year,No,Bank transfer,No
Male,0,No,Yes,21,47.87,3239.64,DSL,No,No,Yes,No,Month-to-month,Yes,Bank transfer,No
Male,0,Yes,Yes,2,110.94,7857.57,No,No,No,No,Yes,Month-to-month,Yes,Credit card,Yes
Male,0,Yes,Yes,47,84.92,2848.9,DSL,Yes,No,No,Yes,Two year,No,Bank transfer,No
Male,0,Yes,Yes,30,28.17,4962.16,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
Female,1,No,Yes,27,33.54,6353.49,DSL,No,Yes,No,No,Two year,Yes,Mailed check,No
Female,0,No,No,71,35.57,8999.33,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,No
Female,0,Yes,Yes,20,83.04,3974.09,DSL,No,Yes,No,Yes,One year,No,Mailed check,No
Female,0,Yes,Yes,50,93.54,3910.03,Fiber optic,No,Yes,No,No,One year,Yes,Mailed check,No
Male,0,Yes,No,23,105.96,7599.04,DSL,No,No,Yes,No,Month-to-month,No,Credit card,Yes
Male,0,No,Yes,13,114.06,7268.98,Fiber optic,No,No,Yes,Yes,One year,Yes,Bank transfer,No
Male,0,Yes,No,4,40.17,6606.58,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card,No
Female,0,No,No,14,50.98,4222.74,DSL,Yes,Yes,No,No,One year,No,Credit card,No
Male,0,No,No,20,44.03,2983.06,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,No
Male,0,Yes,No,13,55.88,5517.7,DSL,No,Yes,No,Yes,Two year,No,Electronic check,No
Female,0,Yes,Yes,3,111.47,7898.39,Fiber optic,Yes,No,Yes,Yes,One year,No,Mailed check,Yes
Female,1,No,Yes,47,77.51,7965.62,No,No,No,No,No,One year,Yes,Credit card,No
Male,0,Yes,No,3,93.82,1065.64,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,Yes
Male,0,Yes,No,1,69.01,3912.32,DSL,No,No,Yes,Yes,One year,No,Electronic check,No
Male,1,No,Yes,24,22.89,4236.03,DSL,Yes,No,No,Yes,One year,No,Electronic check,No
Male,1,No,No,35,26.42,8800.78,No,No,Yes,No,No,Two year,Yes,Bank transfer,No
Male,0,No,No,14,73.79,6134.18,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,No
Male,0,No,No,67,91.88,3724.49,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,Yes
Female,0,No,Yes,13,41.53,331.92,No,Yes,No,No,Yes,One year,No,Credit card,No
Female,0,Yes,No,47,92.19,5131.93,Fiber optic,Yes,No,Yes,Yes,One year,No,Electronic check,No
Female,0,No,Yes,50,101.07,955.08,DSL,Yes,Yes,No,No,Two year,Yes,Electronic check,No
Male,0,No,Yes,26,61.19,7526.6,No,Yes,No,Yes,Yes,Two year,No,Electronic check,No
Female,0,No,Yes,3,94.64,6797.42,No,Yes,Yes,No,No,One year,Yes,Credit card,Yes
Male,0,Yes,No,51,60.4,4198.53,DSL,Yes,No,No,Yes,One year,No,Bank transfer,No
Male,0,No,No,40,87.84,3919.98,Fiber optic,No,No,Yes,No,Month-to-month,No,Bank transfer,Yes
Female,0,No,Yes,68,96.4,8086.32,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,36,119.19,2667.28,No,Yes,No,No,No,Month-to-month,Yes,Credit card,Yes
Male,0,Yes,Yes,51,54.54,2316.28,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Credit card,No
Female,0,No,No,1,61.1,8458.86,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,No
Female,1,No,No,33,36.56,7302.29,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,No
Female,0,No,Yes,7,40.41,7403.57,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,Yes
Male,0,Yes,Yes,52,89.34,1837.22,DSL,No,Yes,No,No,One year,Yes,Bank transfer,No
Female,0,Yes,No,11,111.7,1375.33,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,Yes
Female,0,Yes,Yes,27,59.46,331.66,DSL,Yes,Yes,No,No,One year,Yes,Mailed check,No
Male,1,Yes,No,14,37.98,2209.67,Fiber optic,Yes,No,No,No,One year,No,Bank transfer,No
Female,0,No,No,46,48.51,6990.3,DSL,No,Yes,No,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,No,Yes,10,65.51,2236.34,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Credit card,Yes
Female,0,Yes,Yes,24,49.07,6589.02,Fiber optic,Yes,Yes,No,Yes,One year,No,Mailed check,No
Male,0,Yes,No,61,43.36,2341.98,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Male,0,No,No,18,93.6,3618.1,Fiber optic,No,Yes,Yes,Yes,One year,No,Bank transfer,No
Male,0,No,No,9,20.78,8850.14,Fiber optic,No,No,Yes,No,Two year,No,Electronic check,No
Male,0,Yes,No,17,73.92,2278.82,No,No,Yes,Yes,No,Two year,No,Bank transfer,No
Female,0,Yes,No,58,99.38,3449.7,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card,Yes
